1,57,5,5
2,9,11,87,7,7
3,121,122,125,3,3
4,123,34,34
5,120,1,1
6,22,11,11
7,111,113,12,12
8,88,3,3
9,115,1,1
10,17,44,81,83,103,126,21,21
11,68,96,143,16,16
12,60,100,9,9
13,144,148,10,10
14,18,52,52
15,62,65,67,69,104,138,141,21,21
16,78,1,1
17,97,1,1
18,7,132,139,3,3
19,155,157,2,2
20,93,1,1
21,10,5,5
22,101,1,1
23,46,2,2
24,71,3,3
25,26,31,2,2
26,124,10,10
27,5,12,12
28,30,72,109,117,145,147,16,16
29,21,28,35,38,40,42,47,48,32,32
30,52,54,55,58,61,63,66,70,76,86,32,32
31,106,108,142,14,14
32,95,128,7,7
33,20,92,3,3
34,94,110,127,131,5,5
35,59,74,79,82,84,21,21
36,91,98,116,137,26,26
37,19,23,43,50,7,7
38,37,39,4,4
39,73,77,80,15,15
40,29,2,2
41,27,11,11
42,149,2,2
43,134,154,3,3
44,105,7,7
45,140,152,10,10
46,75,3,3
47,34,36,150,9,9
48,135,5,5
49,8,1,1
50,12,1,1
51,24,45,2,2
52,6,133,151,15,15
53,33,1,1
54,159,3,3
55,112,153,8,8
56,130,9,9
57,129,1,1
58,1,6,6
59,89,102,136,11,11
60,114,118,7,7
61,119,146,2,2
62,41,8,8
63,107,1,1
64,99,4,4
65,85,6,6
66,163,2,2
67,49,51,53,64,5,5
68,90,5,5
69,2,1,1
70,13,42,42
71,14,15,2,2
72,16,1,1
73,3,162,2,2
74,160,1,1
75,156,161,3,3
76,4,25,32,158,9,9
77,56,9,9
