DayNumber,SceneNumbers,EightsUsed,Time
1,57,5NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
2,9:11:87,7DAY
DayNumber,SceneNumbers,EightsUsed,Time
3,121:122:125,3NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
4,123,34NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
5,120,1NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
6,22,11NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
7,111:113,12NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
8,88,3NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
9,115,1NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
10,17:44:81:83:103:126,21NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
11,68:96:143,16NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
12,60:100,9NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
13,144:148,10DAY
DayNumber,SceneNumbers,EightsUsed,Time
14,18,52NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
15,62:65:67:69:104:138:141,21NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
16,78,1NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
17,97,1NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
18,7:132:139,3DAY
DayNumber,SceneNumbers,EightsUsed,Time
19,155:157,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
20,93,1DAY
DayNumber,SceneNumbers,EightsUsed,Time
21,10,5DAY
DayNumber,SceneNumbers,EightsUsed,Time
22,101,1DAY
DayNumber,SceneNumbers,EightsUsed,Time
23,46,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
24,71,3DAY
DayNumber,SceneNumbers,EightsUsed,Time
25,26:31,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
26,124,10NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
27,5,12DAY
DayNumber,SceneNumbers,EightsUsed,Time
28,30:72:109:117:145:147,16DAY
DayNumber,SceneNumbers,EightsUsed,Time
29,21:28:35:38:40:42:47:48,32NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
30,52:54:55:58:61:63:66:70:76:86,32NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
31,106:108:142,14NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
32,95:128,7DAY
DayNumber,SceneNumbers,EightsUsed,Time
33,20:92,3NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
34,94:110:127:131,5DAY
DayNumber,SceneNumbers,EightsUsed,Time
35,59:74:79:82:84,21NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
36,91:98:116:137,26NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
37,19:23:43:50,7NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
38,37:39,4DAY
DayNumber,SceneNumbers,EightsUsed,Time
39,73:77:80,15DAY
DayNumber,SceneNumbers,EightsUsed,Time
40,29,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
41,27,11DAY
DayNumber,SceneNumbers,EightsUsed,Time
42,149,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
43,134:154,3DAY
DayNumber,SceneNumbers,EightsUsed,Time
44,105,7NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
45,140:152,10DAY
DayNumber,SceneNumbers,EightsUsed,Time
46,75,3NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
47,34:36:150,9DAY
DayNumber,SceneNumbers,EightsUsed,Time
48,135,5DAY
DayNumber,SceneNumbers,EightsUsed,Time
49,8,1DAY
DayNumber,SceneNumbers,EightsUsed,Time
50,12,1DAY
DayNumber,SceneNumbers,EightsUsed,Time
51,24:45,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
52,6:133:151,15DAY
DayNumber,SceneNumbers,EightsUsed,Time
53,33,1DAY
DayNumber,SceneNumbers,EightsUsed,Time
54,159,3DAY
DayNumber,SceneNumbers,EightsUsed,Time
55,112:153,8DAY
DayNumber,SceneNumbers,EightsUsed,Time
56,130,9DAY
DayNumber,SceneNumbers,EightsUsed,Time
57,129,1DAY
DayNumber,SceneNumbers,EightsUsed,Time
58,1,6DAY
DayNumber,SceneNumbers,EightsUsed,Time
59,89:102:136,11NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
60,114:118,7NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
61,119:146,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
62,41,8NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
63,107,1DAY
DayNumber,SceneNumbers,EightsUsed,Time
64,99,4DAY
DayNumber,SceneNumbers,EightsUsed,Time
65,85,6DAY
DayNumber,SceneNumbers,EightsUsed,Time
66,163,2NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
67,49:51:53:64,5NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
68,90,5DAY
DayNumber,SceneNumbers,EightsUsed,Time
69,2,1DAY
DayNumber,SceneNumbers,EightsUsed,Time
70,13,42DAY
DayNumber,SceneNumbers,EightsUsed,Time
71,14:15,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
72,16,1NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
73,3:162,2DAY
DayNumber,SceneNumbers,EightsUsed,Time
74,160,1NIGHT
DayNumber,SceneNumbers,EightsUsed,Time
75,156:161,3DAY
DayNumber,SceneNumbers,EightsUsed,Time
76,4:25:32:158,9DAY
DayNumber,SceneNumbers,EightsUsed,Time
77,56,9DAY
