SceneNumber,CanonicalNames,SceneLengthsEights
106,NAOMI,4,INT,INT . JOEL'S APARTMENT - NIGHT,NIGHT
106,JOEL BARISH,4,INT,INT . JOEL'S APARTMENT - NIGHT,NIGHT
108,NAOMI,1,INT,INT . JOEL'S APARTMENT - NIGHT,NIGHT
109,NAOMI,2,INT,INT . JOEL'S APARTMENT - DAY,DAY
109,JOEL BARISH,2,INT,INT . JOEL'S APARTMENT - DAY,DAY
110,NAOMI,1,INT,INT . JOEL'S BEDROOM - DAY,DAY
111,JOEL BARISH,1,INT,INT . BORDER'S BOOKSTORE - NIGHT,NIGHT
111,CLEMENTINE,1,INT,INT . BORDER'S BOOKSTORE - NIGHT,NIGHT
112,NAOMI,5,EXT,EXT . PARK - DAY,DAY
112,JOEL BARISH,5,EXT,EXT . PARK - DAY,DAY
113,MALE EMPLOYEE,11,INT,INT . BORDER'S BOOKSTORE - NIGHT,NIGHT
113,JOEL BARISH,11,INT,INT . BORDER'S BOOKSTORE - NIGHT,NIGHT
113,CLEMENTINE,11,INT,INT . BORDER'S BOOKSTORE - NIGHT,NIGHT
113,MARK,11,INT,INT . BORDER'S BOOKSTORE - NIGHT,NIGHT
114,NAOMI,2,INT,INT . ROB AND CARRIE'S CAR - NIGHT,NIGHT
114,CARRIE,2,INT,INT . ROB AND CARRIE'S CAR - NIGHT,NIGHT
114,JOEL BARISH,2,INT,INT . ROB AND CARRIE'S CAR - NIGHT,NIGHT
115,JOEL BARISH,1,INT,INT . BUILDING STAIRWAY - NIGHT,NIGHT
116,NAOMI,6,INT,INT . JOEL'S BEDROOM - NIGHT,NIGHT
116,JOEL BARISH,6,INT,INT . JOEL'S BEDROOM - NIGHT,NIGHT
117,NAOMI,3,INT,INT . JOEL'S APARTMENT - AFTERNOON,AFTERNOON
117,JOEL BARISH,3,INT,INT . JOEL'S APARTMENT - AFTERNOON,AFTERNOON
118,NAOMI,5,INT,INT . ROB AND CARRIE'S CAR - NIGHT,NIGHT
118,CARRIE,5,INT,INT . ROB AND CARRIE'S CAR - NIGHT,NIGHT
118,JOEL BARISH,5,INT,INT . ROB AND CARRIE'S CAR - NIGHT,NIGHT
119,CARRIE,1,INT,INT . ROB AND CARRIE'S KITCHEN - DAY,DAY
119,JOEL BARISH,1,INT,INT . ROB AND CARRIE'S KITCHEN - DAY,DAY
120,JOEL BARISH,1,EXT,EXT . BEACH PARKING LOT - NIGHT,NIGHT
121,CARRIE,1,EXT,EXT . BEACH - NIGHT,NIGHT
121,JOEL BARISH,1,EXT,EXT . BEACH - NIGHT,NIGHT
122,ROB,1,EXT,EXT . BEACH - MOMENTS LATER,MOMENTS LATER
122,JOEL BARISH,1,EXT,EXT . BEACH - MOMENTS LATER,MOMENTS LATER
123,ROB,34,EXT,EXT . BEACH - LATER,LATER
123,GREEN REVOLUTION,34,EXT,EXT . BEACH - LATER,LATER
123,JOEL BARISH,34,EXT,EXT . BEACH - LATER,LATER
123,CLEMENTINE,34,EXT,EXT . BEACH - LATER,LATER
123,HOUND,34,EXT,EXT . BEACH - LATER,LATER
124,NAOMI,10,INT,INT . HOUSE - CONTINUOUS,CONTINUOUS
